Nation,Player,player_positions,Final_Overall,pace,shooting,passing,dribbling,defending,physic,Attack_Score,Midfield_Score,Defense_Score,Technical_Score,Athletic_Score,Overall_Percentile,Elite_Player,World_Class,Position_Group,Is_GK,Is_DEF,Is_MID,Is_ATT,Star_Player,Key_Player,Squad_Rank,Defender_Rating,Midfielder_Rating,Attacker_Rating,Importance_Score
Ivory Coast,Yahia Fofana,GK,76,52,11,44,46,11,72,33.8,53.0,35.4,45.0,62.0,0.624198717948718,0,0,GK,1,0,0,0,0,0,13.0,29.8,53.0,33.8,1064.0
Ivory Coast,Simon Adingra,"RM, LM, RW",76,87,70,70,80,30,52,78.1,67.6,38.8,75.0,69.5,0.624198717948718,0,0,MID,0,0,1,0,0,0,14.0,42.4,67.6,78.1,988.0
Ivory Coast,Alban Lafont,GK,75,52,11,44,46,11,72,33.8,53.0,35.4,45.0,62.0,0.5765224358974359,0,0,GK,1,0,0,0,0,0,15.0,29.8,53.0,33.8,900.0
Ivory Coast,Christopher Operi,CB,74,66,36,50,52,72,74,49.8,57.8,72.8,51.0,70.0,0.5224358974358975,0,0,DEF,0,1,0,0,0,0,16.0,68.0,57.8,49.800000000000004,814.0
Ivory Coast,Ange-Yoan Bonny,"ST,LW",74,78,70,64,68,32,68,71.8,66.4,46.400000000000006,66.0,73.0,0.5224358974358975,0,0,ATT,0,0,0,1,0,0,17.0,45.599999999999994,66.4,71.8,740.0
Ivory Coast,Elye Wahi,ST,73,76,70,60,66,30,66,70.6,63.599999999999994,44.400000000000006,63.0,71.0,0.469150641025641,0,0,ATT,0,0,0,1,0,0,18.0,43.2,63.599999999999994,70.6,657.0
Ivory Coast,Ghislain Konan,LB,72,76,46,60,64,66,68,60.400000000000006,63.6,66.80000000000001,62.0,72.0,0.40905448717948717,0,0,DEF,0,1,0,0,0,0,19.0,65.2,63.6,60.400000000000006,576.0
Ivory Coast,Jean-Philippe Krasso,"ST,LW",72,74,66,60,64,30,68,67.8,63.6,45.2,62.0,71.0,0.40905448717948717,0,0,ATT,0,0,0,1,0,0,20.0,43.6,63.6,67.8,504.0
Ivory Coast,Parfait Guiagon,"LM, RM, LW",72,72,67,66,77,26,58,71.5,66.9,38.800000000000004,71.5,65.0,0.40905448717948717,0,0,MID,0,0,1,0,0,0,21.0,40.400000000000006,66.9,71.5,432.0
Ivory Coast,Oumar Diakité,ST,72,82,71,57,70,21,71,74.0,65.1,41.0,63.5,76.5,0.40905448717948717,0,0,ATT,0,0,0,1,0,0,22.0,38.2,65.1,74.0,360.0
Ivory Coast,Bazoumana Touré,"LM, LW, CAM",70,91,59,62,71,28,51,72.2,61.4,37.2,66.5,71.0,0.28205128205128205,0,0,MID,0,0,1,0,0,0,23.0,39.4,61.4,72.2,280.0
Ivory Coast,Mohamed Koné,GK,68,74,38,54,56,78,76,54.2,61.2,77.2,55.0,75.0,0.18028846153846154,0,0,GK,1,0,0,0,0,0,24.0,72.8,61.2,54.2,204.0
Ivory Coast,Yan Diomandé,"LM, RM, ST, LW",66,71,61,62,64,25,49,64.9,58.7,34.6,63.0,60.0,0.08854166666666667,0,0,MID,0,0,1,0,0,0,25.0,37.2,58.7,64.9,132.0
Ivory Coast,Christ Inao Oulai,"ST, LW",64,78,70,60,72,28,70,73.0,66.6,44.8,66.0,74.0,0.03205128205128205,0,0,ATT,0,0,0,1,0,0,26.0,42.8,66.6,73.0,64.0
Japan,Takefusa Kubo,"RM, RW",82,86,77,78,85,40,64,82.1,75.9,49.6,81.5,75.0,0.8854166666666666,0,0,MID,0,0,1,0,0,0,1.0,52.4,75.9,82.1,2132.0
Japan,Ritsu Doan,"RM, CAM, RB",82,82,71,78,85,41,64,78.5,75.9,50.2,81.5,73.0,0.8854166666666666,0,0,DEF,0,1,0,0,0,0,2.0,53.0,75.9,78.5,2050.0
Japan,Takehiro Tomiyasu,"RB,CB",79,78,56,72,70,76,76,66.80000000000001,72.6,76.0,71.0,77.0,0.7772435897435898,0,0,DEF,0,1,0,0,0,0,3.0,75.2,72.6,66.8,1896.0
Japan,Daizen Maeda,"LW, ST, RW, LM",79,92,79,70,76,65,79,82.0,74.5,70.6,73.0,85.5,0.7772435897435898,0,0,MID,0,0,1,0,0,0,4.0,68.8,74.5,82.0,1817.0
Japan,Wataru Endo,"CDM, CM",79,58,68,71,77,79,73,67.69999999999999,73.4,76.6,74.0,65.5,0.7772435897435898,0,0,MID,0,0,1,0,0,0,5.0,76.2,73.4,67.7,1738.0
Japan,Kaishu Sano,"CDM, CM",79,79,51,67,76,78,75,66.9,72.1,76.8,71.5,77.0,0.7772435897435898,0,0,MID,0,0,1,0,0,0,6.0,75.2,72.1,66.9,1659.0
Japan,Hiroki Ito,"CB, LB, LM",78,74,57,71,72,80,72,66.6,71.6,76.8,71.5,73.0,0.7323717948717948,0,0,DEF,0,1,0,0,0,0,7.0,76.6,71.6,66.6,1560.0
Japan,Ko Itakura,"CB, CDM",77,75,59,61,74,77,76,68.3,69.4,76.6,67.5,75.5,0.6790865384615384,0,0,DEF,0,1,0,0,0,0,8.0,73.6,69.4,68.3,1463.0
Japan,Junya Ito,"RM, RW",77,86,69,72,78,58,70,76.8,73.2,62.8,75.0,78.0,0.6790865384615384,0,0,MID,0,0,1,0,0,0,9.0,63.199999999999996,73.2,76.80000000000001,1386.0
Japan,Daichi Kamada,"CM, CAM",77,71,72,77,78,64,66,73.5,74.0,64.8,77.5,68.5,0.6790865384615384,0,0,MID,0,0,1,0,0,0,10.0,67.0,74.0,73.5,1309.0
Japan,Keito Nakamura,"LM, LW",76,79,74,71,77,41,74,76.4,73.7,54.2,74.0,76.5,0.624198717948718,0,0,MID,0,0,1,0,0,0,11.0,53.6,73.7,76.39999999999999,1216.0
Japan,Ao Tanaka,"CDM, CM",76,70,68,72,77,73,71,71.3,73.2,72.2,74.5,70.5,0.624198717948718,0,0,MID,0,0,1,0,0,0,12.0,72.4,73.2,71.3,1140.0
Japan,Tsuyoshi Watanabe,CB,75,76,39,52,59,76,78,56.099999999999994,61.9,76.80000000000001,55.5,77.0,0.5765224358974359,0,0,DEF,0,1,0,0,0,0,13.0,71.60000000000001,61.9,56.10000000000001,1050.0
Japan,Ayase Ueda,ST,74,74,75,58,69,28,69,72.9,64.60000000000001,44.400000000000006,63.5,71.5,0.5224358974358975,0,0,ATT,0,0,0,1,0,0,14.0,42.2,64.60000000000001,72.9,962.0
Japan,Zion Suzuki,GK,74,56,12,46,48,12,74,36.0,55.0,36.8,47.0,65.0,0.5224358974358975,0,0,GK,1,0,0,0,0,0,15.0,31.200000000000003,55.0,36.0,888.0
Japan,Yukinari Sugawara,"RB, RM",74,75,54,73,72,69,70,65.7,71.8,69.4,72.5,72.5,0.5224358974358975,0,0,DEF,0,1,0,0,0,0,16.0,70.0,71.8,65.7,814.0
Japan,Yuto Nagatomo,"LB,LM",72,72,44,64,62,66,68,57.8,64.6,66.80000000000001,63.0,70.0,0.40905448717948717,0,0,DEF,0,1,0,0,0,0,17.0,66.0,64.6,57.8,720.0
Japan,Yuito Suzuki,"CAM, ST",71,83,68,65,74,48,57,74.30000000000001,65.3,51.599999999999994,69.5,70.0,0.3449519230769231,0,0,MID,0,0,1,0,0,0,18.0,53.199999999999996,65.3,74.3,639.0
Japan,Shogo Taniguchi,CB,69,58,45,59,57,70,72,52.49999999999999,62.3,70.8,58.0,65.0,0.22956730769230768,0,0,DEF,0,1,0,0,0,0,19.0,68.2,62.3,52.5,552.0
Japan,Ayumu Seko,"CB, CDM",69,64,36,57,59,69,74,51.3,62.7,71.0,58.0,69.0,0.22956730769230768,0,0,DEF,0,1,0,0,0,0,20.0,67.60000000000001,62.7,51.3,483.0
Japan,Koki Ogawa,ST,68,51,69,57,65,29,67,62.4,62.39999999999999,44.2,61.0,59.0,0.18028846153846154,0,0,ATT,0,0,0,1,0,0,21.0,42.199999999999996,62.39999999999999,62.4,408.0
Japan,Keisuke Osako,ST,68,68,62,56,58,32,66,62.6,59.599999999999994,45.6,57.0,67.0,0.18028846153846154,0,0,ATT,0,0,0,1,0,0,22.0,43.6,59.599999999999994,62.6,340.0
Japan,Tomoki Hayakawa,GK,68,44,11,40,42,11,62,30.2,47.2,31.4,41.0,53.0,0.18028846153846154,0,0,GK,1,0,0,0,0,0,23.0,27.0,47.2,30.200000000000003,272.0
Japan,Junnosuke Suzuki,"CB, CDM",66,73,44,59,59,66,65,57.199999999999996,60.8,65.6,59.0,69.0,0.08854166666666667,0,0,DEF,0,1,0,0,0,0,24.0,64.4,60.8,57.2,198.0
Japan,Kento Shiogai,ST,66,84,65,55,66,21,57,71.0,58.89999999999999,35.4,60.5,70.5,0.08854166666666667,0,0,ATT,0,0,0,1,0,0,25.0,35.0,58.89999999999999,71.0,132.0
Japan,Keisuke Goto,ST,57,53,58,43,51,29,65,54.4,52.0,43.4,47.0,59.0,0.0028044871794871795,0,0,ATT,0,0,0,1,0,0,26.0,39.0,52.0,54.4,57.0
Jordan,Mousa Al-Tamari,"LW, RW",77,78,64,62,72,30,64,70.6,65.6,43.6,67.0,71.0,0.6790865384615384,0,0,ATT,0,0,0,1,0,0,1.0,43.2,65.6,70.6,2002.0
Jordan,Yazan Al Arab,CB,75,79,29,46,52,73,83,50.900000000000006,58.9,77.0,49.0,81.0,0.5765224358974359,0,0,DEF,0,1,0,0,0,0,2.0,69.6,58.9,50.9,1875.0
Jordan,Ali Olwan,"CM, CDM",71,62,48,58,60,60,66,55.8,61.0,62.400000000000006,59.0,64.0,0.3449519230769231,0,0,MID,0,0,1,0,0,0,3.0,60.800000000000004,61.0,55.8,1704.0
Jordan,Ehsan Haddad,CB,70,66,38,54,52,70,72,50.6,58.8,70.8,53.0,69.0,0.28205128205128205,0,0,DEF,0,1,0,0,0,0,4.0,67.2,58.8,50.6,1610.0
Jordan,Hussam Abu Dhahab,"LB,CB",68,68,42,56,54,66,68,53.4,59.0,66.80000000000001,55.0,68.0,0.18028846153846154,0,0,DEF,0,1,0,0,0,0,5.0,64.4,59.0,53.400000000000006,1496.0
Jordan,Abdallah Nasib,CB,68,64,38,52,50,68,70,49.400000000000006,56.8,68.8,51.0,67.0,0.18028846153846154,0,0,DEF,0,1,0,0,0,0,6.0,65.2,56.8,49.4,1428.0
Jordan,Odeh Fakhoury,"ST,LW",68,72,62,60,62,30,60,65.0,60.599999999999994,42.0,61.0,66.0,0.18028846153846154,0,0,ATT,0,0,0,1,0,0,7.0,42.0,60.599999999999994,65.0,1360.0
Jordan,Mohammad Abu Zraiq,"CM,CDM",68,64,46,62,58,62,66,55.0,62.0,63.599999999999994,60.0,65.0,0.18028846153846154,0,0,MID,0,0,1,0,0,0,8.0,62.8,62.0,55.0,1292.0
Jordan,Amer Jamous,"CB,CDM",68,64,40,54,52,66,70,50.8,58.2,67.6,53.0,67.0,0.18028846153846154,0,0,DEF,0,1,0,0,0,0,9.0,64.4,58.2,50.800000000000004,1224.0
Jordan,Amer Shafi,GK,67,44,11,40,42,11,61,30.2,46.900000000000006,31.0,41.0,52.5,0.12740384615384615,0,0,GK,1,0,0,0,0,0,10.0,26.8,46.900000000000006,30.200000000000003,1139.0
Jordan,Mohammad Abu Hashish,RB,67,70,44,56,56,64,66,55.400000000000006,59.0,64.8,56.0,68.0,0.12740384615384615,0,0,DEF,0,1,0,0,0,0,11.0,62.800000000000004,59.0,55.400000000000006,1072.0
Jordan,Mahmoud Mardahi,"CDM,CM",67,62,44,60,56,64,68,53.0,61.199999999999996,65.6,58.0,65.0,0.12740384615384615,0,0,MID,0,0,1,0,0,0,12.0,64.0,61.199999999999996,53.0,1005.0
Jordan,Noor Al-Rawabdeh,"CM,CAM",67,66,56,62,60,42,60,60.2,60.8,49.2,61.0,63.0,0.12740384615384615,0,0,MID,0,0,1,0,0,0,13.0,49.6,60.8,60.2,938.0
Jordan,Saed Al-Rosan,"LW,LM",66,72,58,60,60,30,56,62.8,58.8,40.400000000000006,60.0,64.0,0.08854166666666667,0,0,MID,0,0,1,0,0,0,14.0,41.2,58.8,62.8,858.0
Jordan,Nour Bani Attiah,LB,66,68,42,56,54,64,66,53.4,58.400000000000006,64.8,55.0,67.0,0.08854166666666667,0,0,DEF,0,1,0,0,0,0,15.0,62.800000000000004,58.400000000000006,53.400000000000006,792.0
Jordan,Nizar Al-Rashdan,"ST,LW",66,70,60,58,60,28,60,63.0,59.2,40.8,59.0,65.0,0.08854166666666667,0,0,ATT,0,0,0,1,0,0,16.0,40.400000000000006,59.2,63.0,726.0
Jordan,Mohammad Abu Alnadi,"CM,CAM",66,64,52,60,56,44,60,56.8,58.8,50.4,58.0,62.0,0.08854166666666667,0,0,MID,0,0,1,0,0,0,17.0,50.4,58.8,56.8,660.0
Jordan,Salem Obaid,"RB,CB",66,68,42,54,54,62,64,53.4,57.0,62.8,54.0,66.0,0.08854166666666667,0,0,DEF,0,1,0,0,0,0,18.0,60.8,57.0,53.400000000000006,594.0
Jordan,Mohammad Al-Dawoud,CB,66,62,36,50,48,66,68,47.39999999999999,54.8,66.80000000000001,49.0,65.0,0.08854166666666667,0,0,DEF,0,1,0,0,0,0,19.0,63.2,54.8,47.4,528.0
Jordan,Mohannad Abu Taha,"CM,CDM",65,62,44,60,54,62,66,52.39999999999999,60.0,63.599999999999994,57.0,64.0,0.05448717948717949,0,0,MID,0,0,1,0,0,0,20.0,62.4,60.0,52.400000000000006,455.0
Jordan,Abdallah Al-Fakhouri,"CM,CAM",65,64,52,60,56,44,58,56.8,58.199999999999996,49.6,58.0,61.0,0.05448717948717949,0,0,MID,0,0,1,0,0,0,21.0,50.0,58.199999999999996,56.8,390.0
Jordan,Anas Badawi,"RW,LW",65,70,56,58,58,30,56,60.8,57.400000000000006,40.400000000000006,58.0,63.0,0.05448717948717949,0,0,ATT,0,0,0,1,0,0,22.0,40.800000000000004,57.400000000000006,60.800000000000004,325.0
Jordan,Rajaei Ayed,"RB,CB",65,68,40,52,50,62,64,51.4,55.0,62.8,51.0,66.0,0.05448717948717949,0,0,DEF,0,1,0,0,0,0,23.0,60.4,55.0,51.4,260.0
Jordan,Yazeed Abulaila,GK,65,42,10,38,40,10,59,28.6,44.900000000000006,29.6,39.0,50.5,0.05448717948717949,0,0,GK,1,0,0,0,0,0,24.0,25.400000000000002,44.900000000000006,28.6,195.0
Jordan,Yazid Abulaila,GK,65,42,10,38,40,10,59,28.6,44.900000000000006,29.6,39.0,50.5,0.05448717948717949,0,0,GK,1,0,0,0,0,0,25.0,25.400000000000002,44.900000000000006,28.6,130.0
Jordan,Ibrahim Sabra,ST,61,91,60,41,56,22,56,68.1,50.0,35.6,48.5,73.5,0.010416666666666666,0,0,ATT,0,0,0,1,0,0,26.0,32.6,50.0,68.1,61.0
Mexico,Julián Quiñones,"LW, ST",80,84,74,64,80,28,68,78.8,70.0,44.0,72.0,76.0,0.8221153846153846,0,0,ATT,0,0,0,1,0,0,1.0,43.2,70.0,78.8,2080.0
Mexico,Santiago Giménez,ST,79,79,84,68,78,32,76,80.7,73.4,49.6,73.0,77.5,0.7772435897435898,0,0,ATT,0,0,0,1,0,0,2.0,48.0,73.4,80.69999999999999,1975.0
Mexico,Edson Álvarez,"CDM, CB",78,67,52,74,70,82,84,61.89999999999999,75.8,82.8,72.0,75.5,0.7323717948717948,0,0,DEF,0,1,0,0,0,0,3.0,80.8,75.8,61.9,1872.0
Mexico,Roberto Alvarado,"CAM, CM",78,76,70,68,76,36,65,73.6,69.5,47.599999999999994,72.0,70.5,0.7323717948717948,0,0,MID,0,0,1,0,0,0,4.0,48.199999999999996,69.5,73.6,1794.0
Mexico,Alexis Vega,"LW, CAM",78,80,72,68,80,35,64,76.8,70.4,46.6,74.0,72.0,0.7323717948717948,0,0,MID,0,0,1,0,0,0,5.0,47.4,70.4,76.8,1716.0
Mexico,Orbelin Pineda,"CAM, CM",77,74,66,72,76,40,64,71.4,70.8,49.6,74.0,69.0,0.6790865384615384,0,0,MID,0,0,1,0,0,0,6.0,51.199999999999996,70.8,71.4,1617.0
Mexico,Raúl Jiménez,ST,77,74,80,70,76,35,78,77.0,74.19999999999999,52.2,73.0,76.0,0.6790865384615384,0,0,ATT,0,0,0,1,0,0,7.0,50.6,74.19999999999999,77.0,1540.0
Mexico,Álvaro Fidalgo,"CM, CAM",77,68,62,72,72,56,68,66.8,70.8,60.800000000000004,72.0,68.0,0.6790865384615384,0,0,MID,0,0,1,0,0,0,8.0,61.6,70.8,66.8,1463.0
Mexico,Luis Chávez,"LB, CDM",76,76,62,66,68,72,74,68.0,69.0,72.8,67.0,75.0,0.624198717948718,0,0,DEF,0,1,0,0,0,0,9.0,71.2,69.0,68.0,1368.0
Mexico,Johan Vásquez,CB,75,72,40,54,56,78,74,54.39999999999999,60.60000000000001,76.4,55.0,73.0,0.5765224358974359,0,0,DEF,0,1,0,0,0,0,10.0,72.39999999999999,60.60000000000001,54.39999999999999,1275.0
Mexico,Israel Reyes,CB,75,64,36,50,52,74,76,49.2,58.400000000000006,74.8,51.0,70.0,0.5765224358974359,0,0,DEF,0,1,0,0,0,0,11.0,69.6,58.400000000000006,49.2,1200.0
Mexico,Luis Romo,"CM, CDM",75,70,60,70,68,70,74,65.4,70.6,71.6,69.0,72.0,0.5765224358974359,0,0,MID,0,0,1,0,0,0,12.0,70.8,70.6,65.4,1125.0
Mexico,César Montes,CB,75,64,38,52,54,80,82,50.599999999999994,61.599999999999994,80.80000000000001,53.0,73.0,0.5765224358974359,0,0,DEF,0,1,0,0,0,0,13.0,74.80000000000001,61.599999999999994,50.599999999999994,1050.0
Mexico,Jesús Gallardo,LB,75,82,52,64,70,72,70,66.39999999999999,67.6,71.19999999999999,67.0,76.0,0.5765224358974359,0,0,DEF,0,1,0,0,0,0,14.0,70.0,67.6,66.4,975.0
Mexico,Guillermo Ochoa,GK,74,52,12,46,50,12,70,35.4,54.400000000000006,35.2,48.0,61.0,0.5224358974358975,0,0,GK,1,0,0,0,0,0,15.0,30.4,54.400000000000006,35.4,888.0
Mexico,Carlos Acevedo,GK,74,48,10,42,44,11,72,31.599999999999998,51.599999999999994,35.4,43.0,60.0,0.5224358974358975,0,0,GK,1,0,0,0,0,0,16.0,29.4,51.599999999999994,31.599999999999998,814.0
Mexico,Armando González,CB,74,62,34,50,52,72,74,47.8,57.8,72.8,51.0,68.0,0.5224358974358975,0,0,DEF,0,1,0,0,0,0,17.0,68.0,57.8,47.800000000000004,740.0
Mexico,Gilberto Mora,"LB, RB",73,72,46,58,62,68,68,58.599999999999994,62.199999999999996,68.0,60.0,70.0,0.469150641025641,0,0,DEF,0,1,0,0,0,0,18.0,66.0,62.199999999999996,58.599999999999994,657.0
Mexico,Jorge Sánchez,RB,73,79,52,58,64,72,72,63.7,64.0,72.0,61.0,75.5,0.469150641025641,0,0,DEF,0,1,0,0,0,0,19.0,69.19999999999999,64.0,63.7,584.0
Mexico,Erik Lira,"CDM, CM",73,68,55,68,68,72,73,62.8,69.5,72.4,68.0,70.5,0.469150641025641,0,0,MID,0,0,1,0,0,0,20.0,71.4,69.5,62.8,511.0
Mexico,César Huerta,"LW, ST",73,82,72,60,78,28,62,76.8,66.0,41.6,69.0,72.0,0.469150641025641,0,0,ATT,0,0,0,1,0,0,21.0,41.2,66.0,76.8,438.0
Mexico,Guillermo Martínez,"ST, LW",73,82,72,60,76,28,70,76.2,67.8,44.8,68.0,76.0,0.469150641025641,0,0,ATT,0,0,0,1,0,0,22.0,42.8,67.8,76.2,365.0
Mexico,Mateo Chávez,"CM, CDM",72,68,54,65,67,65,70,62.1,67.1,67.0,66.0,69.0,0.40905448717948717,0,0,MID,0,0,1,0,0,0,23.0,66.0,67.1,62.099999999999994,288.0
Mexico,Raúl Rangel,GK,72,46,11,42,44,11,68,31.4,50.4,33.800000000000004,43.0,57.0,0.40905448717948717,0,0,GK,1,0,0,0,0,0,24.0,28.6,50.4,31.4,216.0
Mexico,Brian Gutiérrez,"CAM, CM",72,74,65,68,76,38,64,71.0,69.2,48.400000000000006,72.0,69.0,0.40905448717948717,0,0,MID,0,0,1,0,0,0,25.0,49.2,69.2,71.0,144.0
Mexico,Obed Vargas,"CDM, CM",69,66,50,66,67,68,72,59.89999999999999,68.1,69.6,66.5,69.0,0.22956730769230768,0,0,MID,0,0,1,0,0,0,26.0,68.39999999999999,68.1,59.89999999999999,69.0
Morocco,Achraf Hakimi,"RB, RM",89,94,74,78,84,72,74,83.0,78.60000000000001,72.8,81.0,84.0,0.9895833333333334,1,0,DEF,0,1,0,0,1,1,1.0,73.6,78.60000000000001,83.0,2314.0
Morocco,Brahim Díaz,"CAM, LW",82,80,76,76,84,32,62,79.6,74.2,44.0,80.0,71.0,0.8854166666666666,0,0,MID,0,0,1,0,0,0,2.0,46.800000000000004,74.2,79.60000000000001,2050.0
Morocco,Yassine Bounou,GK,82,56,12,48,50,12,72,36.6,55.8,36.0,49.0,64.0,0.8854166666666666,0,0,GK,1,0,0,0,0,0,3.0,31.200000000000003,55.8,36.6,1968.0
Morocco,Nayef Aguerd,CB,81,72,50,67,65,82,77,61.099999999999994,69.39999999999999,80.0,66.0,74.5,0.8553685897435898,0,0,DEF,0,1,0,0,0,0,4.0,78.0,69.39999999999999,61.099999999999994,1863.0
Morocco,Noussair Mazraoui,"RB, CB, RM",80,75,66,76,80,77,72,72.9,76.0,75.0,78.0,73.5,0.8221153846153846,0,0,DEF,0,1,0,0,0,0,5.0,75.8,76.0,72.9,1760.0
Morocco,Ayoub El Kaabi,ST,80,82,82,62,75,46,77,79.9,70.39999999999999,58.4,68.5,79.5,0.8221153846153846,0,0,ATT,0,0,0,1,0,0,6.0,55.4,70.39999999999999,79.9,1680.0
Morocco,Ismael Saibari,"CM, CAM",79,76,68,72,78,48,68,73.4,72.6,56.0,75.0,72.0,0.7772435897435898,0,0,MID,0,0,1,0,0,0,7.0,56.8,72.6,73.4,1580.0
Morocco,Sofyan Amrabat,"CDM, CM, CB",78,61,70,73,74,75,82,68.5,76.0,77.80000000000001,73.5,71.5,0.7323717948717948,0,0,DEF,0,1,0,0,0,0,8.0,76.0,76.0,68.5,1482.0
Morocco,Hakim Ziyech,"CAM,LW",78,74,72,80,78,38,62,74.4,74.0,47.6,79.0,68.0,0.7323717948717948,0,0,MID,0,0,1,0,0,0,9.0,51.2,74.0,74.4,1404.0
Morocco,Soufiane Rahimi,"LM, LW, ST",78,85,76,72,77,38,66,79.0,71.7,49.2,74.5,75.5,0.7323717948717948,0,0,MID,0,0,1,0,0,0,10.0,50.4,71.7,79.0,1326.0
Morocco,Neil El Aynaoui,"CM, CDM",77,62,63,76,74,73,75,66.0,75.1,73.8,75.0,68.5,0.6790865384615384,0,0,MID,0,0,1,0,0,0,11.0,74.0,75.1,66.0,1232.0
Morocco,Abdessamad Ezzalzouli,"LM, LW",77,87,69,70,81,29,63,78.0,71.19999999999999,42.6,75.5,75.0,0.6790865384615384,0,0,MID,0,0,1,0,0,0,12.0,44.0,71.19999999999999,78.0,1155.0
Morocco,Azzedine Ounahi,"CM, CAM",76,64,66,73,77,63,67,68.7,72.39999999999999,64.6,75.0,65.5,0.624198717948718,0,0,MID,0,0,1,0,0,0,13.0,65.8,72.39999999999999,68.7,1064.0
Morocco,Bilal El Khannous,"CM,CAM",76,76,64,74,72,50,66,70.0,71.0,56.400000000000006,73.0,71.0,0.624198717948718,0,0,MID,0,0,1,0,0,0,14.0,58.0,71.0,70.0,988.0
Morocco,Issa Diop,CB,76,72,42,60,56,76,78,55.2,64.19999999999999,76.80000000000001,58.0,75.0,0.624198717948718,0,0,DEF,0,1,0,0,0,0,15.0,73.2,64.19999999999999,55.2,912.0
Morocco,Zakaria El Ouahdi,"RB, RM, RW",76,73,66,70,77,69,71,71.4,72.39999999999999,69.8,73.5,72.0,0.624198717948718,0,0,DEF,0,1,0,0,0,0,16.0,69.6,72.39999999999999,71.39999999999999,836.0
Morocco,Munir El Kajoui,GK,74,50,11,42,44,11,70,32.6,51.0,34.6,43.0,60.0,0.5224358974358975,0,0,GK,1,0,0,0,0,0,17.0,29.0,51.0,32.599999999999994,740.0
Morocco,Ayoub Bouaddi,"CM,CAM",73,72,60,70,66,54,64,65.39999999999999,67.0,58.0,68.0,68.0,0.469150641025641,0,0,MID,0,0,1,0,0,0,18.0,59.2,67.0,65.39999999999999,657.0
Morocco,Chemsdine Talbi,"RM, LM, RW",73,90,59,64,79,47,57,74.3,66.39999999999999,51.0,71.5,73.5,0.469150641025641,0,0,MID,0,0,1,0,0,0,19.0,52.400000000000006,66.39999999999999,74.3,584.0
Morocco,Chadi Riad,CB,72,70,40,58,62,78,78,55.599999999999994,65.19999999999999,78.0,60.0,74.0,0.40905448717948717,0,0,DEF,0,1,0,0,0,0,20.0,74.0,65.19999999999999,55.599999999999994,504.0
Morocco,Youssef Belammari,"RM,LM,RW",70,78,62,66,68,34,60,68.6,64.8,44.4,67.0,69.0,0.28205128205128205,0,0,MID,0,0,1,0,0,0,21.0,45.6,64.8,68.6,420.0
Morocco,Anass Salah-Eddine,"RB,CB",70,74,46,62,60,68,68,58.60000000000001,63.199999999999996,68.0,61.0,71.0,0.28205128205128205,0,0,DEF,0,1,0,0,0,0,22.0,66.8,63.199999999999996,58.6,350.0
Morocco,Yassine Gessim,"CB,LB",70,66,40,54,52,70,72,51.400000000000006,58.8,70.8,53.0,69.0,0.28205128205128205,0,0,DEF,0,1,0,0,0,0,23.0,67.2,58.8,51.4,280.0
Morocco,Ahmed Reda Tagnaouti,GK,70,48,10,42,44,10,68,31.599999999999998,50.4,33.2,43.0,58.0,0.28205128205128205,0,0,GK,1,0,0,0,0,0,24.0,28.0,50.4,31.599999999999998,210.0
Morocco,Samir El Mourabet,CM,66,57,51,63,64,59,61,56.7,62.7,59.8,63.5,59.0,0.08854166666666667,0,0,MID,0,0,1,0,0,0,25.0,60.2,62.7,56.7,132.0
Morocco,Redouane Halhal,CB,63,59,30,44,48,64,65,44.099999999999994,51.5,64.4,46.0,62.0,0.021634615384615384,0,0,DEF,0,1,0,0,0,0,26.0,60.2,51.5,44.099999999999994,63.0
Netherlands,Virgil van Dijk,CB,90,73,60,72,72,90,87,67.5,76.5,88.80000000000001,72.0,80.0,0.9963942307692307,1,1,DEF,0,1,0,0,1,1,1.0,85.80000000000001,76.5,67.5,2340.0
Netherlands,Frenkie de Jong,"CM, CDM",87,82,71,85,87,78,77,79.1,83.19999999999999,77.6,86.0,79.5,0.9743589743589743,1,0,MID,0,0,1,0,0,1,2.0,79.19999999999999,83.19999999999999,79.1,2175.0
Netherlands,Tijjani Reijnders,"CM, CAM",86,78,70,78,80,62,74,75.4,77.4,66.8,79.0,76.0,0.9639423076923077,1,0,MID,0,0,1,0,0,1,3.0,67.6,77.4,75.4,2064.0
Netherlands,Ryan Gravenberch,"CM, CDM",85,80,66,78,80,68,78,74.4,78.6,72.0,79.0,79.0,0.9507211538461539,1,0,MID,0,0,1,0,0,1,4.0,72.0,78.6,74.4,1955.0
Netherlands,Denzel Dumfries,"RB, RM",84,86,66,68,74,70,78,74.4,72.80000000000001,73.2,71.0,82.0,0.9314903846153846,0,0,DEF,0,1,0,0,0,0,5.0,71.2,72.80000000000001,74.4,1848.0
Netherlands,Cody Gakpo,"LW, ST",84,84,80,76,82,36,74,81.8,77.2,51.2,79.0,79.0,0.9314903846153846,0,0,ATT,0,0,0,1,0,0,6.0,51.6,77.2,81.8,1764.0
Netherlands,Nathan Aké,"CB, LB",83,74,44,66,68,82,80,60.2,70.8,81.19999999999999,67.0,77.0,0.9118589743589743,0,0,DEF,0,1,0,0,0,0,7.0,78.39999999999999,70.8,60.199999999999996,1660.0
