Nation,Player,player_positions,Final_Overall,pace,shooting,passing,dribbling,defending,physic
Norway,Jørgen Strand Larsen,ST,78,75,79,62,70,32,83
Norway,Patrick Berg,"CDM, CM",77,73,67,75,73,71,78
Norway,Ørjan Nyland,GK,76,50,11,42,44,11,70
Norway,Antonio Nusa,"LW, RW",76,86,72,68,80,28,66
Norway,Kristian Thorstvedt,"CM, CAM",75,61,71,74,73,67,82
Norway,Andreas Schjelderup,"LW, CAM",75,80,68,68,76,32,64
Norway,Kristoffer Ajer,"CB, RB",75,74,40,60,62,76,78
Norway,Jens Petter Hauge,"LW, RW, LM",74,80,69,69,75,40,64
Norway,Fredrik Bjørkan,LB,74,74,46,60,64,66,66
Norway,David Møller Wolfe,"LB, LM",73,78,53,65,69,67,77
Norway,Leo Østigård,CB,73,70,38,54,56,76,78
Norway,Torbjørn Heggem,RB,73,72,46,58,62,66,68
Norway,Marcus Holmgren Pedersen,"RB, RM",72,89,49,68,71,64,66
Norway,Oscar Bobb,"RW, LW, RM",72,79,65,71,77,33,41
Norway,Morten Thorsby,CM,72,55,62,69,71,72,75
Norway,Sondre Langås,"CM, CDM",71,66,50,62,62,64,68
Norway,Egil Selvik,GK,70,48,10,40,42,10,68
Norway,Sander Tangvik,GK,69,74,66,58,66,26,70
Norway,Thelonious Aasgaard,"CAM, CM",68,70,60,66,68,46,64
Norway,Henrik Falchener,ST,65,68,66,52,60,26,70
Panama,Amir Murillo,RB,76,78,50,62,66,68,70
Panama,Adalberto Carrasquilla,"CM, CAM",75,66,56,64,66,50,64
Panama,César Blackman,"CDM,CM",73,68,50,66,62,66,72
Panama,Luis Mejía,GK,72,50,11,42,44,11,70
Panama,José Córdoba,CB,72,74,40,58,65,73,76
Panama,Harold Cummings,CB,72,70,42,56,54,72,74
Panama,Ismael Diaz,"ST, LW",72,76,68,58,68,26,64
Panama,Andres Andrade,"CDM, CM",71,66,52,62,62,68,70
Panama,Anibal Godoy,"CDM, CM",71,68,52,62,62,68,70
Panama,Jose Luis Rodriguez,"LW, ST",71,74,64,58,68,28,64
Panama,Jose Fajardo,"LW, ST",71,78,66,60,70,28,64
Panama,Eric Davis,"RB, CB",70,64,38,52,54,66,66
Panama,Orlando Mosquera,GK,70,48,10,40,42,10,68
Panama,Fidel Escobar,"CB, LB",70,64,36,50,52,68,68
Panama,Cecilio Waterman,"ST, RW",70,80,68,58,70,26,68
Panama,Yoel Barcenas,"LW, RW",69,76,64,60,70,28,62
Panama,Alberto Quintero,"LW, CAM",68,74,62,60,68,28,62
Panama,Tomás Rodríguez,CB,68,66,40,54,52,68,70
Panama,Roderick Miller,CB,68,66,40,52,50,66,68
Panama,Edgardo Fariña,"CB,LB",68,66,38,52,50,66,68
Panama,César Yanis,"CM,CAM",68,68,52,62,58,44,60
Panama,Jorge Gutiérrez,LB,67,68,42,54,52,64,66
Panama,César Samudio,"CB,LB",67,66,38,52,50,66,68
Panama,Gilberto Hernández,GK,66,42,10,38,40,11,60
Panama,Azarías Londoño,"LB, CB",65,64,36,50,52,66,66
Panama,Carlos Harvey,"RB, CB",65,64,38,52,54,68,68
Paraguay,Alejandro Gamarra,RB,79,74,48,58,62,68,68
Paraguay,Omar Alderete,CB,78,70,40,54,56,78,78
Paraguay,Diego Gómez,"CM, CAM",77,79,71,76,78,72,77
Paraguay,Fabián Balbuena,CB,76,68,44,60,56,76,78
Paraguay,Antonio Sanabria,ST,76,75,75,68,79,32,57
Paraguay,Gustavo Gómez,CB,76,68,46,60,56,76,78
Paraguay,Miguel Almirón,"CAM, CM",76,84,72,74,80,50,70
Paraguay,Ramón Sosa,"RW,LW",75,82,68,68,72,36,62
Paraguay,Gabriel Ávalos,ST,75,72,74,58,66,28,74
Paraguay,Álex Arce,ST,75,59,79,50,70,23,64
Paraguay,Júnior Alonso,CB,74,70,44,60,56,74,76
Paraguay,Andrés Cubas,"CDM, CM",74,70,56,66,66,72,74
Paraguay,Maurício,"CB,CDM",74,70,44,60,56,72,74
Paraguay,Julio Enciso,"CAM, LW",73,78,72,70,78,36,64
Paraguay,Juan Caceres,CB,73,68,42,58,54,72,74
Paraguay,Gustavo Velázquez,GK,73,48,10,40,42,10,68
Paraguay,Damián Bobadilla,"CM,CDM",72,70,52,66,62,64,70
Paraguay,Santiago Arzamendia,LB,72,74,46,62,60,68,68
Paraguay,Gustavo Caballero,"CDM,CM",70,66,48,64,60,66,70
Paraguay,Braian Ojeda,"CM, CDM",70,70,56,68,70,68,70
Paraguay,Matías Galarza,"CM, CDM",70,71,64,68,72,65,73
Paraguay,Roberto Fernández,GK,70,71,66,64,71,44,69
Paraguay,José Canale,"LB, CB",69,64,36,50,54,68,68
Paraguay,Isidro Pitta,ST,68,74,64,56,60,28,66
Paraguay,Orlando Gill,GK,65,48,10,40,42,10,66
Paraguay,Alexandro Maidana,CB,58,62,34,48,50,70,72
Portugal,Bruno Fernandes,"CAM, CM",89,74,82,85,82,50,72
Portugal,Vitinha,"CM, CDM",89,70,66,84,82,64,68
Portugal,Rúben Dias,CB,86,72,44,68,66,90,82
Portugal,Nuno Mendes,LB,86,88,56,72,78,70,72
Portugal,João Neves,"CDM, CM",85,74,60,80,80,74,70
Portugal,Cristiano Ronaldo,"ST, LW",85,84,93,82,86,30,82
Portugal,Rúben Neves,"CDM, CM",84,66,68,82,74,72,76
Portugal,João Cancelo,"RB, LB",84,84,62,80,82,74,72
Portugal,Rafael Leão,"LW, ST",84,90,78,74,86,28,72
Portugal,Diogo Costa,GK,84,58,13,52,54,13,76
Portugal,Francisco Trincão,"RW, LW",82,84,72,70,80,30,66
Portugal,Gonçalo Inácio,"CB, LB",81,74,40,62,62,82,78
Portugal,Rui Silva,GK,81,52,11,44,46,11,70
Portugal,Bernardo Silva,"CAM, RW",80,80,78,87,87,58,72
Portugal,Gonçalo Ramos,ST,80,76,84,72,76,30,78
Portugal,Pedro Neto,"LW, RW",80,88,74,74,84,32,66
Portugal,João Félix,"CAM, LW",79,80,80,78,84,40,68
Portugal,Diogo Dalot,"RB, LB",79,80,58,70,74,72,74
Portugal,Francisco Conceição,"RW, LW",79,86,74,70,80,32,66
Portugal,Matheus Nunes,"CM, CDM",79,85,70,76,79,73,76
Portugal,Tomás Araújo,CB,78,74,38,56,58,78,76
Portugal,Samuel Costa,"CDM, CM",78,64,48,60,62,64,66
Portugal,Nélson Semedo,RB,77,84,54,68,72,72,74
Portugal,José Sá,GK,77,54,12,46,48,12,72
Portugal,Renato Veiga,"CB, CDM",76,74,40,60,62,78,76
Portugal,Gonçalo Guedes,"LW, RW",75,82,72,68,78,32,68
Qatar,Akram Afif,"LW, CAM",78,85,76,74,84,32,66
Qatar,Edmilson Júnior,"CAM, LW",76,78,68,72,78,36,64
Qatar,Almoez Ali,"ST, CF",74,80,78,64,74,30,72
Qatar,Hassan Al-Haydos,"CAM,RM",74,74,66,72,70,46,64
Qatar,Pedro Miguel,LB,72,77,58,66,69,71,75
Qatar,Karim Boudiaf,"CM, CDM",71,50,62,71,69,67,74
Qatar,Boualem Khoukhi,"CB, CDM",71,60,60,57,54,71,76
Qatar,Abdulaziz Hatem,"CAM, CM",70,72,66,70,74,42,66
Qatar,Lucas Mendes,"CB, LB",70,66,36,52,56,74,72
Qatar,Ahmed Alaaeldin,"CM,CAM",70,70,58,66,64,48,62
Qatar,Meshaal Barsham,GK,70,52,11,44,46,11,72
Qatar,Homam Ahmed,"CM, CDM",68,70,54,64,66,68,70
Qatar,Sultan Al-Brake,"CDM,CM",68,64,46,62,58,64,68
Qatar,Ahmed Fathi,RB,68,68,44,56,60,66,66
Qatar,Ahmed Al-Janehi,"RW,LW",67,72,58,62,62,30,58
Qatar,Tahsin Mohammed,"CDM,CM",67,64,46,62,58,64,68
Qatar,Mahmoud Abunada,GK,66,44,11,40,42,11,60
Qatar,Issa Laye,"RB,CB",66,68,42,54,54,64,66
Qatar,Mohammed Muntari,ST,66,63,66,48,60,27,69
Qatar,Al-Hashmi Al-Hussain,"CM,CDM",66,62,44,60,56,62,66
Qatar,Ali Al-Jassim,"CM,CDM",65,62,44,58,54,60,64
Qatar,Yusuf Abdurisag,"RW, ST, RM",65,82,56,57,68,30,51
Qatar,Assim Madibo,"CDM, CM",65,70,52,64,66,72,74
Qatar,Salah Zakaria,CB,64,60,34,48,50,70,72
Qatar,Mohammed Mannai,CB,64,62,36,50,48,64,66
Qatar,Jassem Gaber,RB,63,70,46,58,62,68,68
Saudi Arabia,Salem Al-Dawsari,"LW, CAM",79,82,76,78,80,58,69
Saudi Arabia,Saud Abdulhamid,RB,75,88,57,68,73,72,74
Saudi Arabia,Mohamed Al-Owais,GK,74,48,12,44,46,13,68
Saudi Arabia,Abdulelah Al-Amri,"CDM, CM",72,71,38,58,63,74,77
Saudi Arabia,Hassan Tambakti,CB,72,68,38,52,54,74,78
Saudi Arabia,Feras Al-Brikan,"ST, LW",72,75,71,61,70,32,73
Saudi Arabia,Mohamed Kanno,"CDM, CM",72,70,56,66,66,72,72
Saudi Arabia,Abdullah Al-Khaibari,"CM, CAM",71,68,56,68,69,72,78
Saudi Arabia,Hassan Kadesh,"RW, LW",71,76,62,60,72,30,64
Saudi Arabia,Nasser Al-Dawsari,"LW, RW",70,73,60,69,71,68,74
Saudi Arabia,Ali Majrashi,"RB, RM",70,86,44,52,64,63,74
Saudi Arabia,Moteb Al-Harbi,"RW, LW",70,82,50,64,69,68,72
Saudi Arabia,Ali Al-Lajami,CB,70,67,35,52,60,72,76
Saudi Arabia,Nawaf Al-Aqidi,CB,70,71,66,68,70,35,70
Saudi Arabia,Abdullah Al-Hamdan,"ST,LW",70,72,64,60,62,30,64
Saudi Arabia,Saleh Al-Shehri,ST,69,65,70,60,67,31,72
Saudi Arabia,Khalid Al-Ghannam,"CM,CDM",69,64,46,62,58,62,68
Saudi Arabia,Mohammed Abu Alshamat,"ST, LW",68,76,48,62,67,67,70
Saudi Arabia,Musab Al-Juwayr,"LW, RW",68,72,61,69,72,58,65
Saudi Arabia,Ayman Yahya,LB,68,72,44,58,62,66,68
Saudi Arabia,Alaa Al-Hejji,CB,68,64,38,52,50,68,70
Saudi Arabia,Ziyad Al-Johani,LB,67,69,58,67,70,64,68
Saudi Arabia,Sultan Mandash,"LB, RB",67,70,44,58,60,66,66
Saudi Arabia,Ahmed Alkassar,"CM, CDM",67,68,64,66,69,35,68
Saudi Arabia,Nawaf Boushal,"CM, CDM",67,68,52,64,64,66,68
Saudi Arabia,Jehad Thakri,"RW, LW",66,74,60,58,68,28,62
Scotland,Scott McTominay,"CM, CDM",85,72,68,72,70,74,84
Scotland,Andrew Robertson,LB,82,80,62,82,80,76,76
Scotland,John McGinn,"LM, RM, CAM, LB",81,69,77,78,80,77,83
Scotland,Ryan Christie,"CDM, CM, CAM",79,69,70,77,78,74,76
Scotland,Lewis Ferguson,"CM, CDM, CAM",78,72,78,74,78,72,75
Scotland,Che Adams,"ST, CF",77,80,74,64,74,32,74
Scotland,Kieran Tierney,"LB, LM",77,76,60,75,76,75,73
Scotland,Scott McKenna,CB,75,68,38,54,54,76,80
Scotland,Kenny McLean,"CM,CDM",74,68,52,70,66,66,72
Scotland,Jack Hendry,CB,74,66,36,52,54,74,76
Scotland,Aaron Hickey,"RB, LB",74,82,60,68,72,74,72
Scotland,John Souttar,CB,73,73,48,63,70,72,77
Scotland,Lawrence Shankland,"ST, CAM",73,63,75,66,72,28,80
Scotland,Craig Gordon,GK,73,74,71,72,73,38,72
Scotland,George Hirst,ST,72,68,68,54,62,28,78
Scotland,Angus Gunn,GK,72,50,11,44,46,11,72
Scotland,Anthony Ralston,"RB, RM",71,76,59,69,70,64,78
Scotland,Ross Stewart,ST,71,70,72,54,62,28,80
Scotland,Liam Kelly,"CM, CDM",71,72,69,68,72,35,70
Scotland,Nathan Patterson,RB,71,78,52,62,66,70,72
Scotland,Dominic Hyam,CB,71,62,34,48,50,70,74
Scotland,Ben Doak,"RW, LW",71,86,68,64,80,28,64
Scotland,Grant Hanley,CB,70,60,36,52,52,74,80
Scotland,Jordan Jones,"LW,RW",68,76,58,62,66,32,58
Scotland,Lyndon Dykes,ST,68,72,70,58,64,30,82
Scotland,Findlay Curtis,"LW, RW, LM",63,63,53,61,66,34,44
Senegal,Sadio Mané,"LM, RM, ST, LW",83,82,81,78,85,44,75
Senegal,Kalidou Koulibaly,CB,82,74,48,62,65,82,84
Senegal,Nicolas Jackson,ST,80,82,77,69,79,40,77
Senegal,Édouard Mendy,GK,80,54,12,46,48,12,74
Senegal,Pape Matar Sarr,"CM, CDM",79,68,66,76,78,77,76
Senegal,Ismaïla Sarr,"CAM, RW, CM",79,91,78,76,78,28,69
Senegal,Iliman Ndiaye,"LW, CAM",79,80,70,70,78,34,66
Senegal,Idrissa Gana Gueye,"CDM, CM",79,60,59,70,73,80,70
Senegal,Yehvann Diouf,GK,78,50,11,42,44,11,70
Senegal,Lamine Camara,"CM, CDM",77,79,66,78,77,71,69
Senegal,Pathé Ciss,"CDM, CM",77,72,56,66,66,72,74
Senegal,Habib Diarra,"CM, CDM",77,72,58,68,70,66,70
Senegal,Moussa Niakhaté,CB,77,68,48,63,64,77,80
Senegal,Pape Gueye,"CDM, CM",76,73,66,73,75,74,80
Senegal,Assane Diao,"LW, RW",76,84,70,66,78,28,66
Senegal,El Hadji Malick Diouf,"LB, LM",75,80,67,68,74,70,77
Senegal,Ismail Jakobs,"LB, LW",75,82,52,64,68,66,68
Senegal,Krepin Diatta,"RM, RW",74,88,69,67,76,57,67
Senegal,Abdoulaye Seck,CB,73,68,42,58,56,72,74
Senegal,Mamadou Sarr,CB,72,68,40,56,54,72,74
Senegal,Bamba Dieng,"ST, LW",71,82,74,60,72,28,72
Senegal,Ibrahim Mbaye,"LB,LW",71,74,50,64,62,66,68
Senegal,Cherif Ndiaye,ST,70,70,68,54,62,26,72
Senegal,Antoine Mendy,"CB, RB, RM",70,64,41,55,63,71,72
Senegal,Mory Diaw,GK,70,46,10,38,40,10,66
Senegal,Bara Ndiaye,GK,68,44,11,40,42,11,62
South Africa,Ronwen Williams,GK,77,50,11,44,46,11,70
South Africa,Teboho Mokoena,"CM, CDM",74,72,64,70,72,68,74
South Africa,Aubrey Modiba,"LB, LW",73,80,58,62,72,64,68
South Africa,Lyle Foster,ST,72,78,76,62,74,30,74
South Africa,Khuliso Mudau,RB,72,78,52,60,66,68,70
South Africa,Themba Zwane,"CAM, LW",72,80,68,70,80,32,64
South Africa,Bongokuhle Hlongwane,"LW, ST",71,82,70,60,76,28,66
South Africa,Oswin Appollis,"LW, RW",71,84,66,60,78,28,62
South Africa,Relebohile Mofokeng,"LW,RW",71,82,64,64,70,30,60
South Africa,Iqraam Rayners,"ST,LW",71,76,68,62,66,30,64
South Africa,Thalente Mbatha,"CM,CDM",70,68,52,66,62,62,68
South Africa,Nkosinathi Sibisi,CB,70,66,38,54,52,70,72
South Africa,Patrick Maswanganyi,"CAM, LW",70,78,64,66,76,32,62
South Africa,Evidence Makgopa,ST,70,74,66,60,62,28,66
South Africa,Darren Keet,GK,69,46,11,42,44,12,63
South Africa,Jayden Adams,"CM,CAM",68,70,54,64,62,48,62
South Africa,Thabang Matuludi,"CB,RB",68,68,42,54,52,66,68
South Africa,Ricardo Goss,GK,67,44,11,40,42,11,61
South Africa,Ime Okon,CB,67,77,30,44,59,68,70
South Africa,Bradley Cross,LB,66,68,42,56,54,64,66
South Africa,Mbekezeli Mbokazi,CB,66,62,36,50,48,66,68
South Africa,Kamogelo Sebelebele,"CM,CAM",66,68,52,62,58,46,60
South Africa,Sipho Chaine,GK,65,42,10,38,40,10,59
South Africa,Samukele Kabini,"RB,CB",65,68,42,52,50,62,64
South Africa,Sphephelo Sithole,"CDM, CM",65,64,53,59,61,64,74
South Africa,Olwethu Makhanya,CB,57,74,32,42,44,56,64
South Korea,Son Heung-min,"LW, ST",85,89,87,82,88,38,74
South Korea,Kim Min-jae,CB,84,78,35,63,69,86,84
South Korea,Lee Kang-in,"CAM, CM",79,68,70,76,80,38,62
South Korea,Hwang In-beom,"CM, CDM",77,72,62,72,74,66,72
South Korea,Lee Jae-sung,"CAM, CM",77,72,64,72,74,50,70
South Korea,Lee Dong-gyeong,"CM, CAM",75,72,62,70,72,50,68
South Korea,Hwang Hee-chan,"ST, LW",75,86,78,68,80,30,72
South Korea,Jo Hyeon-woo,GK,75,50,11,44,46,11,70
South Korea,Kim Seung-gyu,GK,74,48,12,44,46,12,68
South Korea,Song Bum-keun,LB,74,74,46,58,62,70,68
South Korea,Paik Seung-ho,"CM, CDM",72,68,58,70,70,66,70
South Korea,Bae Jun-ho,"CM, CDM",71,70,56,68,68,64,70
South Korea,Park Jin-seob,CB,71,62,36,48,50,72,74
South Korea,Seol Young-woo,"CDM,CM",71,68,50,66,62,64,70
South Korea,Eom Ji-sung,"LW, CAM",71,78,62,62,74,34,64
South Korea,Kim Jin-gyu,CB,71,62,36,48,52,72,74
South Korea,Oh Hyeon-gyu,ST,71,76,78,60,72,28,74
South Korea,Cho Wi-je,"LW,CAM",70,74,62,66,66,36,60
South Korea,Yang Hyun-jun,"LW, ST",70,84,72,64,78,30,68
South Korea,Jens Castrop,"CM, CAM",70,80,54,67,74,62,69
South Korea,Cho Gue-sung,ST,70,74,78,60,70,32,80
South Korea,Lee Gi-hyuk,CB,70,68,40,54,52,70,72
South Korea,Kim Moon-hwan,RB,69,74,48,60,62,68,68
South Korea,Lee Tae-seok,CB,69,64,38,50,52,74,76
South Korea,Lee Han-beom,GK,69,48,10,40,42,10,68
South Korea,Kim Tae-hyeon,GK,67,50,11,42,44,11,72
Spain,Rodrigo Hernández Cascante,"CDM, CM",90,65,80,86,84,86,85
Spain,Lamine Yamal,"RW, LW",89,88,82,82,90,34,64
Spain,Pedri,"CM, CAM",89,77,73,85,91,78,77
Spain,David Raya,GK,87,56,12,50,52,12,74
Spain,Nico Williams,"LW, RW",86,93,76,80,87,36,66
Spain,Unai Simón,GK,85,52,11,48,50,11,74
Spain,Fabián Ruiz,"CM, CAM",85,66,70,82,76,56,72
Spain,Dani Olmo,"CAM, CM",85,73,79,83,87,50,56
Spain,Marcos Llorente,"CM, RB",84,86,68,76,78,70,76
Spain,Alejandro Grimaldo,"LB, LW",84,84,68,78,80,72,70
Spain,Gavi,"CM, CDM",84,78,69,82,86,78,73
Spain,Marc Cucurella,"LB, CB",84,76,46,68,70,76,72
Spain,Alex Baena,"LW, CAM",84,66,79,85,85,59,60
Spain,Joan García,GK,83,54,11,44,46,11,74
Spain,Martín Zubimendi,"CDM, CM",83,66,56,78,74,80,74
Spain,Ferran Torres,"LW, RW",83,84,78,74,80,36,70
Spain,Mikel Merino,"CM, CDM",83,72,62,74,72,74,80
Spain,Pedro Porro,RB,82,84,60,70,74,70,72
Spain,Aymeric Laporte,CB,82,68,40,70,68,84,76
Spain,Mikel Oyarzabal,"LW, ST",82,74,82,78,80,40,72
Spain,Pau Cubarsí,CB,82,72,38,68,66,82,76
Spain,Borja Iglesias,ST,80,66,76,64,68,34,82
Spain,Yeremy Pino,"RW, LW",80,84,74,70,80,34,68
Spain,Éric García,"CB, CDM",79,62,38,66,64,76,72
Spain,Marc Pubill,RB,73,78,52,62,66,70,72
Spain,Víctor Muñoz,"CDM, CM",65,66,52,64,64,68,72
Sweden,Alexander Isak,ST,88,83,89,73,85,39,76
Sweden,Viktor Gyökeres,ST,87,78,86,70,76,30,82
Sweden,Anthony Elanga,"RW, LW",81,87,70,66,80,28,70
Sweden,Carl Starfelt,CB,78,70,38,54,56,76,76
Sweden,Isak Hien,CB,78,74,40,56,58,80,80
Sweden,Gabriel Gudmundsson,"LB, LM, CB",77,87,64,71,75,70,75
Sweden,Daniel Svensson,"LB, CM, LM",77,77,56,75,76,73,74
Sweden,Lucas Bergvall,"CM, CDM",77,72,60,74,74,64,68
Sweden,Mattias Svanberg,"CM, CDM",76,70,58,68,68,64,72
Sweden,Yasin Ayari,"CM, CAM",75,72,64,70,74,50,66
Sweden,Victor Nilsson Lindelöf,CB,75,70,38,64,62,80,78
Sweden,Eric Smith,"CDM, CM",75,68,52,64,64,68,70
Sweden,Gustaf Nilsson,ST,75,70,70,56,64,28,74
Sweden,Jesper Karlström,"CDM, CM",75,64,57,72,71,71,78
Sweden,Viktor Johansson,GK,74,50,11,44,46,11,70
Sweden,Benjamin Nygren,"RW, ST",73,78,70,64,74,28,68
Sweden,Kristoffer Nordfeldt,GK,72,48,10,42,44,10,68
Sweden,Besfort Zeneli,CM,72,71,65,68,70,56,67
Sweden,Alexander Bernhardsson,"LW, CAM",72,78,68,66,74,32,64
Sweden,Hjalmar Ekdal,CB,72,53,33,53,63,72,76
Sweden,Elliot Stroud,"LB, LM",71,79,65,64,67,65,73
Sweden,Gustaf Lagerbielke,CB,71,68,38,52,54,76,76
Sweden,Jacob Zetterström,GK,71,50,11,44,46,11,72
Sweden,Herman Johansson,"RB, RM",70,83,54,60,64,63,75
Sweden,Ken Sema,"LW, LB",70,76,58,64,70,54,66
Sweden,Taha Ali,"LW, RW",68,80,62,60,72,28,62
Switzerland,Gregor Kobel,GK,86,54,12,46,48,12,74
Switzerland,Granit Xhaka,"CDM, CM",85,47,75,85,74,78,82
Switzerland,Manuel Akanji,CB,82,74,42,66,68,84,80
Switzerland,Denis Zakaria,"CDM, CM",82,78,60,70,72,76,82
Switzerland,Remo Freuler,"CM, CDM",81,74,62,76,74,72,74
Switzerland,Dan Ndoye,"RW, LW",79,87,72,66,80,32,72
Switzerland,Nico Elvedi,CB,77,70,39,63,65,78,76
Switzerland,Ardon Jashari,"CDM, CM",77,75,67,75,73,72,82
Switzerland,Ricardo Rodríguez,LB,77,68,65,76,74,76,75
Switzerland,Breel Embolo,"ST, CF",77,82,78,68,78,34,82
Switzerland,Djibril Sow,"CM, CDM",76,74,60,70,72,68,76
Switzerland,Noah Okafor,"ST, LW",76,86,78,68,82,30,74
Switzerland,Yvon Mvogo,GK,76,52,11,44,46,11,72
Switzerland,Rubén Vargas,"LW, CAM",75,82,72,68,78,32,66
Switzerland,Miro Muheim,LB,75,74,48,62,66,68,68
Switzerland,Zeki Amdouni,"ST, CF",75,80,78,68,76,30,76
Switzerland,Michel Aebischer,"CM, CDM",74,66,67,72,75,74,70
Switzerland,Fabian Rieder,"CAM, CM, RM",74,74,69,71,75,51,62
Switzerland,Marvin Keller,GK,72,46,10,40,42,10,66
Switzerland,Christian Fassnacht,"RM, LM, ST, RW",72,76,67,68,72,36,69
Switzerland,Eray Cömert,CB,72,66,36,52,54,76,74
Switzerland,Silvan Widmer,RB,72,76,54,66,70,72,72
Switzerland,Aurèle Amenda,CB,71,70,38,52,54,76,76
Switzerland,Cédric Itten,ST,70,72,72,58,68,28,78
Switzerland,Luca Jaquez,"CB, LB",69,68,38,52,54,74,72
Switzerland,Johan Manzambi,"CAM, CM, CDM, ST",67,75,61,59,72,56,62
Tunisia,Ellyes Skhiri,"CDM, CM",80,72,60,72,70,74,74
Tunisia,Ali Abdi,"LB, LM",76,86,62,70,73,69,75
Tunisia,Rani Khedira,"CDM,CM",74,68,54,68,66,70,74
Tunisia,Hannibal Mejbri,"CM, CAM",74,76,63,73,76,68,82
Tunisia,Montassar Talbi,CB,73,68,38,52,54,74,76
Tunisia,Ismaël Gharbi,"CAM, LW",73,76,66,70,76,36,62
Tunisia,Hamza Rafia,"CM,CAM",72,72,62,68,66,46,62
Tunisia,Elias Achouri,"CDM, CM",72,70,56,66,66,68,70
Tunisia,Aymen Dahmen,GK,72,48,12,44,46,12,66
Tunisia,Omar Rekik,CB,72,70,42,58,56,72,74
Tunisia,Elias Saad,"LW, LM, CAM",72,74,67,67,77,31,59
Tunisia,Yan Valery,"RB, CB, LB, RM",71,62,52,63,68,70,74
Tunisia,Khalil Ayari,"CM,CDM",70,66,48,64,60,62,68
Tunisia,Sebastian Tounekti,"LM, LW",69,78,62,62,70,24,63
Tunisia,Mortadha Ben Ouanes,"LB, RM, LM, RW",69,72,60,68,68,66,65
Tunisia,Rayan Elloumi,"LW,CAM",68,72,60,64,64,36,58
Tunisia,Hazem Mastouri,"RW,LW",68,74,62,62,64,32,58
Tunisia,Dylan Bronn,CB,68,70,38,54,56,76,78
Tunisia,Firas Chaouat,"CB,LB",68,66,38,54,52,68,70
Tunisia,Anis Ben Slimane,"CM, CAM",67,65,61,62,68,58,75
Tunisia,Raed Chikhaoui,"CM,CAM",67,68,56,64,62,44,60
Tunisia,Sabri Ben Hessen,ST,67,72,62,58,60,28,62
Tunisia,Mohamed Amine Ben Hamida,RB,66,70,44,56,56,62,64
Tunisia,Abdelmouhib Chamakh,GK,65,42,10,38,40,11,59
Tunisia,Moutaz Neffati,"RB, RM, RW",63,68,53,58,61,59,57
Tunisia,Adem Arous,CB,59,61,32,32,38,62,61
Turkey,Hakan Çalhanoğlu,"CDM, CM",86,71,81,87,82,81,73
Turkey,Orkun Kökçü,"CM, CAM, CDM",82,72,80,84,80,70,79
Turkey,Arda Güler,"RM, CAM, RW",81,70,77,83,83,52,50
Turkey,Abdülkerim Bardakcı,"CB, LB, LM",80,59,46,70,69,81,85
Turkey,Barış Alper Yılmaz,"LM, RM, LW",80,93,77,72,79,69,90
Turkey,Kerem Aktürkoğlu,"LW, RW",80,86,74,70,82,30,68
Turkey,Uğurcan Çakır,GK,80,52,11,44,46,11,72
Turkey,Ferdi Kadıoğlu,"LB, LW",79,82,58,70,74,72,72
Turkey,Kenan Yıldız,"CAM, LM, LW, CM",79,84,78,74,83,35,66
Turkey,Mert Günok,GK,78,50,11,44,46,11,70
Turkey,İrfan Can Kahveci,"RW, CAM, CM, RM",78,73,77,81,80,58,67
Turkey,Merih Demiral,CB,78,73,39,49,61,79,81
Turkey,Yunus Akgün,"RM, LM, CAM, RW",78,87,78,74,81,40,61
Turkey,Oğuz Aydın,"LW, RW, RM, LM",77,85,72,71,78,56,67
Turkey,Çağlar Söyüncü,CB,77,69,47,58,65,77,80
Turkey,İsmail Yüksek,"CDM, CM",77,74,59,70,73,74,78
Turkey,Kaan Ayhan,"RB, CB, CDM",76,57,62,77,69,78,77
Turkey,Zeki Çelik,RB,76,80,54,64,68,72,74
Turkey,Ozan Kabak,CB,75,70,38,56,58,78,78
Turkey,Altay Bayındır,GK,75,54,11,44,46,11,74
Turkey,Eren Elmalı,LB,75,72,44,58,62,66,68
Turkey,Salih Özcan,"CDM, CM, CB",75,70,59,68,73,75,79
Turkey,Can Uzun,"CAM, LW",74,76,72,68,76,32,64
Turkey,Mert Müldür,"RB, LB, CB, RM",74,76,54,65,73,71,75
Turkey,Samet Akaydın,CB,70,55,37,43,48,70,76
Turkey,Deniz Gül,ST,66,69,64,58,67,28,66
United States,Christian Pulisic,"LW, CAM",84,84,80,78,84,36,70
United States,Antonee Robinson,"LB, LM",82,88,46,75,77,78,80
United States,Malik Tillman,"CAM, CM",82,76,70,70,76,38,66
United States,Sergino Dest,"RB, LB",79,86,58,70,76,68,66
United States,Tyler Adams,"CDM, CM",79,76,56,74,76,78,76
United States,Weston McKennie,"CM, CDM",78,78,68,72,72,72,80
United States,Matt Turner,GK,77,50,13,46,48,13,71
United States,Timothy Weah,"RW, LW",77,84,70,66,76,32,70
United States,Folarin Balogun,ST,77,76,76,64,72,26,72
United States,Ricardo Pepi,ST,76,74,76,62,68,28,74
United States,Chris Richards,CB,76,74,46,62,60,76,76
United States,Alejandro Zendejas,"LW, RW",76,82,68,62,76,28,66
United States,Giovanni Reyna,"CAM, LW",75,78,70,76,80,38,64
United States,Cristian Roldan,"CDM, RM, CM, RW",74,77,64,69,73,71,79
United States,Mark McKenzie,CB,74,70,38,54,56,74,76
United States,Brenden Aaronson,"CAM, CM",74,80,68,72,78,46,70
United States,Auston Trusty,CB,74,68,38,54,56,74,76
